Date,Close/Last,Volume,Open,High,Low
05/23/2024,83.4845,409,84.19,84.19,83.4845
05/22/2024,84.5452,231,84.50,84.5452,84.50
05/21/2024,84.9793,1599,84.89,84.9793,84.8126
05/20/2024,84.7548,2834,85.0832,85.22,84.7548
05/17/2024,85.0922,511,84.89,85.0922,84.89
05/16/2024,84.9053,1140,84.85,85.05,84.84
05/15/2024,84.9415,661,84.53,84.9415,84.53
05/14/2024,84.351,444,84.06,84.351,84.06
05/13/2024,84.0423,193,84.19,84.19,84.0423
05/10/2024,84.3006,505,84.1784,84.3006,84.13
05/09/2024,84.1961,1665,83.67,84.1961,83.62
05/08/2024,83.5412,1390,83.39,83.5412,83.36
05/07/2024,83.63,2410,83.52,83.63,83.52
05/06/2024,83.1949,2374,82.93,83.1949,82.8701
05/03/2024,82.5463,1391,82.32,82.5463,82.27
05/02/2024,82.0255,335,81.61,82.0255,81.61
05/01/2024,81.6366,1303,81.59,82.50,81.59
04/30/2024,81.6628,1192,81.94,81.94,81.6628
04/29/2024,82.604,768,82.72,82.72,82.45
04/26/2024,82.4228,299,82.37,82.4228,82.3699
04/25/2024,81.8468,1160,81.10,81.8468,81.10
04/24/2024,82.4823,928,82.57,82.57,82.07
04/23/2024,82.3829,217,82.43,82.43,82.3829
04/22/2024,81.5741,900,81.48,81.5741,81.19
04/19/2024,81.0238,1184,81.24,81.24,80.83
04/18/2024,80.9897,1065,81.2732,81.2732,80.9494
04/17/2024,80.9927,1433,81.41,81.41,80.74
04/16/2024,81.04,3131,81.06,81.145,80.9761
04/15/2024,81.386,1014,82.35,82.3646,81.30
04/12/2024,82.006,1723,82.42,82.49,81.94
04/11/2024,83.226,820,82.96,83.226,82.96
04/10/2024,83.1759,1197,83.00,83.1759,82.94
04/09/2024,83.8764,3395,84.0069,84.0069,83.8764
04/08/2024,83.9152,3300,83.88,83.9152,83.88
04/05/2024,83.8138,131,83.8138,83.8138,83.8138
04/04/2024,83.0123,1835,84.49,84.49,83.0123
04/03/2024,83.8071,371,83.9101,83.9101,83.8071
04/02/2024,83.6925,2985,83.66,83.6925,83.4591
04/01/2024,84.2462,2804,87.99,88.00,84.09
03/28/2024,84.6147,2888,84.63,84.67,84.4623
03/27/2024,84.3247,1177,83.89,84.3247,83.82
03/26/2024,83.4154,2093,83.72,83.72,83.4154
03/25/2024,83.4092,1630,83.605,83.605,83.4092
03/22/2024,83.6772,1143,83.86,83.86,83.64
03/21/2024,83.9869,3903,83.74,84.10,83.74
03/20/2024,83.5271,915,83.02,83.5271,82.92
03/19/2024,83.209,1739,82.74,83.209,82.74
03/18/2024,82.74,745,82.80,82.80,82.74
03/15/2024,82.1198,3953,82.33,82.33,82.11
03/14/2024,82.4511,645,83.02,83.02,82.4511
03/13/2024,82.7653,220,82.7653,82.7653,82.7653
03/12/2024,82.6776,669,82.4603,82.69,82.4603
03/11/2024,82.1593,1275,82.05,82.23,82.00
03/08/2024,82.1776,3120,82.458,82.49,82.1776
03/07/2024,82.2953,1140,82.32,82.3201,82.2953
03/06/2024,81.7256,3824,81.81,81.95,81.72
03/05/2024,81.4215,4593,81.54,81.557,81.21
03/04/2024,81.8645,948,82.01,82.01,81.77
03/01/2024,82.0922,1827,81.8986,82.11,81.8986
02/29/2024,81.8304,2617,81.74,81.8304,81.53
02/28/2024,81.4812,704,81.56,81.56,81.4812
02/27/2024,81.5272,1826,81.3682,81.5272,81.34
02/26/2024,81.3984,897,81.85,81.85,81.3984
02/23/2024,81.8518,3890,81.69,81.95,81.69
02/22/2024,81.6926,4577,81.2299,81.6926,81.125
02/21/2024,80.684,3193,80.46,80.684,80.30
02/20/2024,80.2282,2458,80.43,80.54,80.15
02/16/2024,80.5388,820,80.51,80.79,80.51
02/15/2024,80.7761,1716,80.16,80.7761,80.16
02/14/2024,79.9357,1686,79.66,79.9357,79.515
02/13/2024,79.2081,2480,79.40,79.44,78.775
02/12/2024,80.2538,2049,80.19,80.306,80.18
02/09/2024,80.0836,2763,80.09,80.09,79.87
02/08/2024,79.9282,1175,79.8423,79.9282,79.8423
02/07/2024,79.9067,1440,79.8565,80.0593,79.8565
02/06/2024,79.4522,934,79.2349,79.4522,79.2349
02/05/2024,79.1338,2726,79.15,79.16,79.01
02/02/2024,79.677,800,79.09,79.7903,79.09
02/01/2024,78.7886,4866,78.26,78.7886,78.26
01/31/2024,78.0038,1694,78.84,78.84,78.0038
01/30/2024,79.0063,517,78.88,79.0063,78.861
01/29/2024,78.7743,1177,78.40,78.7743,78.40
01/26/2024,78.2852,3171,78.34,78.36,78.23
01/25/2024,77.9567,845,77.70,77.9567,77.582
01/24/2024,77.5439,407,77.5439,77.5439,77.5439
01/23/2024,77.7177,477,77.62,77.7177,77.62
01/22/2024,77.5629,589,77.82,77.82,77.5629
01/19/2024,77.4487,2065,76.84,77.45,76.80
01/18/2024,76.8544,19071,76.4461,76.8544,76.34
01/17/2024,76.5385,2038,76.63,76.63,76.31
01/16/2024,76.9222,2988,77.0884,77.20,76.83
01/12/2024,77.483,2424,77.85,77.85,77.41
01/11/2024,77.5041,1241,77.07,77.5041,77.07
01/10/2024,77.664,1069,77.48,77.664,77.4799
01/09/2024,77.4011,1057,77.39,77.47,77.39
01/08/2024,77.6298,1061,77.03,77.6302,77.03
01/05/2024,76.9922,8891,76.75,77.01,76.75
01/04/2024,76.8024,1544,77.3499,77.3499,76.8024
01/03/2024,76.98,5330,77.16,77.41,76.98
01/02/2024,77.53,2752,77.442,77.66,77.35
12/29/2023,77.39,3402,77.58,77.58,77.20
12/28/2023,77.64,40872,77.63,77.77,77.60
12/27/2023,77.4551,20940,77.48,77.83,77.3645
12/26/2023,77.366,1256,77.24,77.4725,77.24
12/22/2023,77.0511,4420,77.20,77.26,76.94
12/21/2023,76.8817,904,76.48,76.8817,76.48
12/20/2023,76.2247,2329,77.14,77.30,76.2247
12/19/2023,77.61,13017,77.34,77.61,77.34
12/18/2023,77.0673,2454,77.05,77.19,77.05
12/15/2023,76.6839,989,76.6168,76.6839,76.47
12/14/2023,76.827,2980,76.93,77.10,76.7715
12/13/2023,76.3892,646,75.32,76.3892,75.32
12/12/2023,75.2569,5794,74.86,75.27,74.86
12/11/2023,75.04,1111,74.9899,75.04,74.9766
12/08/2023,74.7578,1812,74.74,74.78,74.56
12/07/2023,74.57,695,74.57,74.57,74.57
12/06/2023,74.0987,510,74.49,74.49,74.0987
12/05/2023,74.2446,452,74.30,74.30,74.2446
12/04/2023,74.5765,281,74.43,74.5765,74.43
12/01/2023,74.7271,594,74.2559,74.7271,74.2559
11/30/2023,74.1565,108,74.1565,74.1565,74.1565
11/29/2023,73.7104,842,74.03,74.03,73.6801
11/28/2023,73.8039,539,73.99,73.99,73.8039
11/27/2023,73.80,877,73.97,73.97,73.80
11/24/2023,73.9413,441,73.96,73.961,73.9413
11/22/2023,73.8308,250,73.8308,73.8308,73.8308
11/21/2023,73.4664,156,73.4664,73.4664,73.4664
11/20/2023,73.4093,125,72.94,73.4093,72.94
11/17/2023,73.1084,1107,72.92,73.1084,72.92
11/16/2023,72.87,562,72.76,72.87,72.76
11/15/2023,72.9543,901,73.08,73.08,72.9543
11/14/2023,72.7076,1022,72.74,72.75,72.7001
11/13/2023,71.3697,214,71.3697,71.3697,71.3697
11/10/2023,71.2968,68,71.2968,71.2968,71.2968
11/09/2023,70.4721,802,70.5002,70.5002,70.47
11/08/2023,71.181,78,71.181,71.181,71.181
11/07/2023,71.2091,16,71.2091,71.2091,71.2091
11/06/2023,71.2329,379,71.2378,71.2378,71.2329
11/03/2023,71.3277,125,71.3277,71.3277,71.3277
11/02/2023,70.69,24,70.69,70.69,70.69
11/01/2023,69.3527,101,69.3527,69.3527,69.3527
10/31/2023,68.8998,345,68.5889,68.8998,68.5889
10/30/2023,68.4463,926,68.17,68.4463,68.16
10/27/2023,67.65,1861,67.925,67.96,67.65
10/26/2023,68.2172,273,68.2801,68.2801,68.2172
10/25/2023,68.7505,161,69.00,69.00,68.7505
10/24/2023,69.8634,309,69.62,69.8634,69.62
10/23/2023,69.2927,590,69.48,69.63,69.2927
10/20/2023,69.6118,173,69.81,69.81,69.6118
10/19/2023,70.3889,22,70.3889,70.3889,70.3889
10/18/2023,71.0521,4,71.0521,71.0521,71.0521
10/17/2023,71.9998,185,71.58,71.9998,71.58
10/16/2023,71.8962,129,71.8962,71.8962,71.8962
10/13/2023,70.98,3294,71.2203,71.2203,70.89
10/12/2023,71.09,2858,70.90,71.09,70.89
10/11/2023,71.7712,2666,71.81,71.85,71.4415
10/10/2023,71.6132,2144,71.4297,71.98,71.4297
10/09/2023,71.1167,502,71.12,71.1201,71.1167
10/06/2023,70.61,654,70.61,70.61,70.61
10/05/2023,70.0094,929,69.74,70.0094,69.74
10/04/2023,70.2222,7144,69.4811,70.2222,69.4811
10/03/2023,69.708,899,70.355,70.355,69.61
10/02/2023,70.5753,1300,70.92,70.92,70.29
09/29/2023,70.963,67,70.963,70.963,70.963
09/28/2023,71.3006,407,71.33,71.33,71.3006
09/27/2023,70.8802,375,70.70,70.8802,70.70
09/26/2023,70.9448,8381,71.3401,71.35,70.9448
09/25/2023,71.8643,353,71.7202,71.8643,71.72
09/22/2023,71.6448,1845,71.98,72.15,71.6448
09/21/2023,71.9605,785,72.31,72.31,71.9605
09/20/2023,73.1751,107,73.8925,73.8925,73.1751
09/19/2023,73.9102,27,73.9102,73.9102,73.9102
09/18/2023,74.0818,166,74.0818,74.0818,74.0818
09/15/2023,74.1402,302,74.1402,74.1402,74.1402
09/14/2023,74.8274,158,74.8274,74.8274,74.8274
09/13/2023,74.1655,1033,74.24,74.24,74.00
09/12/2023,74.1103,280,73.99,74.1103,73.99
09/11/2023,74.1514,137,74.1514,74.1514,74.1514
09/08/2023,73.6113,489,73.79,73.79,73.6113
09/07/2023,73.5345,2078,73.46,73.63,73.46
09/06/2023,73.4083,2381,73.50,73.5047,73.29
09/05/2023,73.7385,801,74.39,74.39,73.7385
09/01/2023,74.2826,685,74.1875,74.2898,74.1875
08/31/2023,74.1717,325,74.33,74.3492,74.1717
08/30/2023,74.3997,550,74.3922,74.3997,74.3922
08/29/2023,74.1968,817,73.7515,74.1968,73.642
08/28/2023,73.3615,14707,73.37,73.37,73.04
08/25/2023,72.9688,731,73.07,73.07,72.9688
08/24/2023,72.5475,223,72.88,72.88,72.5475
08/23/2023,73.1961,1151,73.33,73.33,73.1961
08/22/2023,72.6859,25,72.6859,72.6859,72.6859
08/21/2023,72.8903,164,72.8903,72.8903,72.8903
08/18/2023,72.92,2771,72.73,72.92,72.66
08/17/2023,72.9085,77,72.9085,72.9085,72.9085
08/16/2023,73.3723,150,73.3723,73.3723,73.3723
08/15/2023,73.8995,430,74.1217,74.1217,73.8995
08/14/2023,74.6963,89,74.6963,74.6963,74.6963
08/11/2023,74.6502,862,74.6502,74.6502,74.6502
08/10/2023,74.5509,252,75.37,75.37,74.5509
08/09/2023,74.53,27797,75.03,75.03,74.51
08/08/2023,74.7994,1213,74.40,74.7994,74.40
08/07/2023,75.0016,1547,74.53,75.0016,74.53
08/04/2023,74.1396,1359,74.16,74.16,74.1396
08/03/2023,74.3309,1294,74.2052,74.3309,74.2052
08/02/2023,74.4624,59017,74.77,74.77,74.42
08/01/2023,75.1163,4283,75.32,75.32,74.98
07/31/2023,75.3206,1177,75.3012,75.3206,75.3012
07/28/2023,75.2992,1386,75.35,75.36,75.27
07/27/2023,74.7316,1347,75.59,75.5933,74.7316
07/26/2023,75.1908,5066,75.62,75.62,75.03
07/25/2023,74.9047,1310,74.97,75.0163,74.75
07/24/2023,74.9358,627,74.91,75.0625,74.91
07/21/2023,74.6646,321,74.68,74.68,74.6646
07/20/2023,74.5014,2105,74.55,74.58,74.5014
07/19/2023,74.5759,858,74.531,74.67,74.531
07/18/2023,74.2222,372,74.17,74.2222,74.17
07/17/2023,73.8925,499,73.98,73.98,73.8925
07/14/2023,73.841,5452,74.21,74.21,73.841
07/13/2023,73.9329,484,73.81,73.9329,73.81
07/12/2023,73.4475,6550,73.72,73.799,73.4475
07/11/2023,73.0691,567,72.83,73.0691,72.804
07/10/2023,72.3844,924,72.13,72.5399,72.13
07/07/2023,72.2216,150,72.2216,72.2216,72.2216
07/06/2023,72.3894,587,72.70,72.70,72.06
07/05/2023,73.1532,2020,73.141,73.21,73.05
07/03/2023,73.1809,320,72.9342,73.1809,72.9342
06/30/2023,72.9907,2321,72.59,72.995,72.59
06/29/2023,72.25,1217,71.95,72.25,71.95
06/28/2023,71.7626,390,71.94,71.94,71.7626
06/27/2023,71.8934,139,71.90,71.90,71.8934
06/26/2023,71.3092,2172,71.342,71.49,71.3092
06/23/2023,71.4932,210,71.4932,71.4932,71.4932
06/22/2023,71.8586,503,71.90,71.94,71.8586
06/21/2023,71.7959,148,71.7959,71.7959,71.7959
06/20/2023,72.1778,7625,72.25,72.25,72.12
06/16/2023,72.517,1635,72.76,72.88,72.517
06/15/2023,72.5888,1525,72.16,73.57,72.16
06/14/2023,71.7188,1608,72.0748,72.16,71.7188
06/13/2023,71.9708,695,72.0113,72.0113,71.93
06/12/2023,71.4322,358,71.17,71.4322,71.17
06/09/2023,71.1841,1253,71.35,71.39,71.1841
06/08/2023,71.1848,199,71.1848,71.1848,71.1848
06/07/2023,70.8256,1425,70.75,70.87,70.75
06/06/2023,70.7651,919,70.62,70.7651,70.59
06/05/2023,70.5095,1628,70.69,70.69,70.5095
06/02/2023,70.5296,2152,69.84,70.5296,69.84
06/01/2023,69.1842,722,68.7343,69.30,68.7343
05/31/2023,68.6525,1565,68.30,68.7696,68.30
05/30/2023,68.9047,1522,68.99,68.99,68.9047
05/26/2023,69.1015,473,69.14,69.14,69.1015
05/25/2023,68.5435,6001,68.53,68.64,68.46
05/24/2023,68.8237,131,68.8237,68.8237,68.8237
05/23/2023,69.3715,158,69.50,69.50,69.3715
05/22/2023,69.9758,505,70.00,70.00,69.97
05/19/2023,70.0393,365,69.90,70.0393,69.90
05/18/2023,70.0874,1977,69.79,70.1498,69.5201
05/17/2023,69.6983,4,69.6983,69.6983,69.6983
05/16/2023,68.9244,1,68.9244,68.9244,68.9244
05/15/2023,69.4799,33,69.4799,69.4799,69.4799
05/12/2023,69.4211,527,69.60,69.60,69.16
05/11/2023,69.4953,716,69.37,69.4953,69.37
05/10/2023,69.5309,1295,69.67,69.67,69.4566
05/09/2023,69.4114,777,69.41,69.4395,69.409
05/08/2023,69.5746,5,69.5746,69.5746,69.5746
05/05/2023,69.4846,29,69.4846,69.4846,69.4846
05/04/2023,68.5568,6,68.5568,68.5568,68.5568
05/03/2023,69.0968,187,69.67,69.67,69.0968
05/02/2023,69.5986,151,70.30,70.30,69.5986
05/01/2023,70.4167,2890,70.56,70.72,70.4167
04/28/2023,70.4372,87,70.4372,70.4372,70.4372
04/27/2023,69.9102,618,69.03,69.9102,69.03
04/26/2023,68.7241,143,68.7241,68.7241,68.7241
04/25/2023,69.4514,27,69.4514,69.4514,69.4514
04/24/2023,70.4086,334,70.3444,70.4086,70.3444
04/21/2023,70.2491,631,70.12,70.2491,70.12
04/20/2023,70.0346,2,70.0346,70.0346,70.0346
04/19/2023,70.4062,993,70.1685,70.56,70.1685
04/18/2023,70.4329,1239,70.24,70.4329,70.20
04/17/2023,70.39,1865,70.07,70.39,70.07
04/14/2023,70.1912,562,70.22,70.22,70.00
04/13/2023,70.2604,19,70.2604,70.2604,70.2604
04/12/2023,69.4731,593,70.28,70.28,69.4731
04/11/2023,69.7254,491,69.9262,69.9262,69.7254
04/10/2023,69.4533,612,68.95,69.4533,68.95
04/06/2023,69.361,32,69.361,69.361,69.361
04/05/2023,69.1931,488,69.085,69.1931,69.085
04/04/2023,69.0906,4104,68.96,69.0906,68.78
04/03/2023,69.499,2003,69.41,69.5146,69.315
03/31/2023,69.1228,399,68.61,69.1228,68.61
03/30/2023,68.1721,67,68.1721,68.1721,68.1721
03/29/2023,67.8917,1574,67.601,67.8917,67.60
03/28/2023,67.1093,290,67.05,67.1093,67.05
03/27/2023,67.1718,324,67.15,67.1718,67.15
03/24/2023,66.7101,247,66.7101,66.7101,66.7101
03/23/2023,66.46,268,66.37,66.46,66.37
03/22/2023,66.6069,1173,67.69,67.69,66.6069
03/21/2023,68.0306,1619,67.88,68.0306,67.8503
03/20/2023,67.0281,748,67.16,67.166,67.0281
03/17/2023,66.2866,1310,66.161,66.31,66.161
03/16/2023,67.2743,13,67.2743,67.2743,67.2743
03/15/2023,66.2435,313,66.165,66.2435,66.165
03/14/2023,66.9825,4,66.9825,66.9825,66.9825
03/13/2023,66.07,815,65.35,66.25,65.35
03/10/2023,66.3256,210,67.00,67.00,66.3256
03/09/2023,67.2984,23,67.2984,67.2984,67.2984
03/08/2023,68.6248,190,68.5474,68.6248,68.5474
03/07/2023,68.719,1561,69.68,69.89,68.719
03/06/2023,69.8655,78,69.8655,69.8655,69.8655
03/03/2023,68.927,N/A,68.927,68.927,68.927
03/02/2023,68.927,23,68.927,68.927,68.927
03/01/2023,68.44,1154,68.575,68.575,68.321
02/28/2023,68.857,15,68.857,68.857,68.857
02/27/2023,68.9724,16,68.9724,68.9724,68.9724
02/24/2023,68.8037,203,68.79,68.8037,68.79
02/23/2023,69.4652,1485,69.49,70.19,69.438
02/22/2023,69.2129,43,69.2129,69.2129,69.2129
02/21/2023,69.433,752,69.729,69.729,69.38
02/17/2023,70.6438,1377,70.20,70.6438,70.20
02/16/2023,70.654,248,70.77,70.77,70.654
02/15/2023,71.4245,562,70.83,71.4245,70.83
02/14/2023,71.4718,151,71.5089,71.5089,71.4718
02/13/2023,71.3972,522,71.3201,71.3972,71.3201
02/10/2023,70.7989,3,70.7989,70.7989,70.7989
02/09/2023,70.4472,348,71.47,71.47,70.4472
02/08/2023,71.1481,20,71.1481,71.1481,71.1481
02/07/2023,71.9346,3600,71.65,71.9346,71.65
02/06/2023,71.2767,1558,71.27,71.2767,71.2507
02/03/2023,71.5537,22,71.5537,71.5537,71.5537
02/02/2023,72.3265,984,71.99,72.3265,71.97
02/01/2023,71.6143,695,71.35,72.09,71.35
01/31/2023,71.1637,176,71.1637,71.1637,71.1637
01/30/2023,70.2303,19,70.2303,70.2303,70.2303
01/27/2023,70.9472,164,70.98,70.98,70.9472
01/26/2023,70.7635,532,70.59,70.7635,70.59
01/25/2023,70.1088,215,69.3801,70.1088,69.3801
01/24/2023,70.1317,328,70.78,70.78,70.1317
01/23/2023,70.196,23983,69.70,70.36,69.70
01/20/2023,69.5905,1,69.5905,69.5905,69.5905
01/19/2023,68.5606,86,68.5606,68.5606,68.5606
01/18/2023,68.945,993,69.23,69.23,68.945
01/17/2023,70.0775,15,70.0775,70.0775,70.0775
01/13/2023,70.3991,184,70.00,70.3991,70.00
01/12/2023,70.0773,241,70.0773,70.0773,70.0773
01/11/2023,69.8972,50,69.8972,69.8972,69.8972
01/10/2023,69.1571,312,68.48,69.1571,68.48
01/09/2023,68.6757,47,68.6757,68.6757,68.6757
01/06/2023,68.9669,69,68.9669,68.9669,68.9669
01/05/2023,67.5842,101,67.77,67.77,67.5842
01/04/2023,68.05,107,68.05,68.05,68.05
01/03/2023,67.5608,567,67.98,67.98,67.17
12/30/2022,67.6645,16,67.6645,67.6645,67.6645
12/29/2022,67.9009,6,67.9009,67.9009,67.9009
12/28/2022,66.9228,390,67.21,67.21,66.9228
12/27/2022,67.6355,12,67.6355,67.6355,67.6355
12/23/2022,67.74,151,67.1054,67.74,67.1054
12/22/2022,67.2175,200,67.2175,67.2175,67.2175
12/21/2022,68.2456,3,68.2456,68.2456,68.2456
12/20/2022,67.4159,2,67.4159,67.4159,67.4159
12/19/2022,67.3271,65,67.3271,67.3271,67.3271
12/16/2022,67.8911,31,67.8911,67.8911,67.8911
12/15/2022,68.489,6,68.489,68.489,68.489
12/14/2022,70.0171,26,70.0171,70.0171,70.0171
12/13/2022,70.3014,10,70.3014,70.3014,70.3014
12/12/2022,69.0897,N/A,69.0897,69.0897,69.0897
12/09/2022,69.0897,30,69.0897,69.0897,69.0897
12/08/2022,69.549,268,69.62,69.62,69.549
12/07/2022,69.2635,190,69.319,69.319,69.2635
12/06/2022,69.2944,185,68.9572,69.2944,68.9572
12/05/2022,70.1598,251,70.85,70.85,70.1598
12/02/2022,71.4287,732,70.87,71.4287,70.85
12/01/2022,71.4283,100,71.4283,71.4283,71.4283
11/30/2022,71.3525,573,69.90,71.3525,69.90
11/29/2022,69.7825,6,69.7825,69.7825,69.7825
11/28/2022,69.81,508,70.155,70.155,69.81
11/25/2022,70.68,102,70.68,70.68,70.68
11/23/2022,70.54,381,70.2365,70.54,70.2365
11/22/2022,70.1609,899,69.85,70.24,69.85
11/21/2022,69.3761,2137,69.33,69.3761,69.20
11/18/2022,69.3521,10,69.3521,69.3521,69.3521
11/17/2022,68.9018,245,68.53,68.9018,68.53
11/16/2022,69.3639,684,69.55,69.55,69.3639
11/15/2022,69.6897,234,69.6897,69.6897,69.6897
11/14/2022,69.2738,373,69.80,69.80,69.2738
11/11/2022,69.8088,763,69.49,69.8088,69.49
11/10/2022,69.3464,814,68.72,69.3464,68.4828
11/09/2022,66.3377,226,67.26,67.26,66.3377
11/08/2022,67.6092,11108,67.39,67.6092,67.30
11/07/2022,67.2773,291,67.24,67.3425,67.24
11/04/2022,66.7348,50,66.7348,66.7348,66.7348
11/03/2022,65.9991,43,65.9991,65.9991,65.9991
11/02/2022,66.2938,261,67.55,67.55,66.2938
11/01/2022,67.7246,250,67.90,67.90,67.7246
10/31/2022,67.8782,343,67.919,67.919,67.8782
10/28/2022,68.2041,618,67.9211,68.22,67.9211
10/27/2022,67.0105,904,67.5266,67.5266,67.0105
10/26/2022,67.3239,741,67.34,67.59,67.3239
10/25/2022,67.3906,5,67.3906,67.3906,67.3906
10/24/2022,66.3691,16,66.3691,66.3691,66.3691
10/21/2022,65.6606,2,65.6606,65.6606,65.6606
10/20/2022,64.2827,10,64.2827,64.2827,64.2827
10/19/2022,64.8894,150,65.06,65.06,64.8894
10/18/2022,65.4031,1256,65.44,65.44,65.4031
10/17/2022,64.6216,5,64.6216,64.6216,64.6216
10/14/2022,63.0962,175,63.99,63.99,63.0962
10/13/2022,64.5152,32,64.5152,64.5152,64.5152
10/12/2022,63.017,52,63.017,63.017,63.017
10/11/2022,63.1708,299,63.00,63.1708,63.00
10/10/2022,63.4325,30,63.4325,63.4325,63.4325
10/07/2022,63.6554,101,63.6554,63.6554,63.6554
10/06/2022,65.195,51,65.195,65.195,65.195
10/05/2022,65.8318,63,65.8318,65.8318,65.8318
10/04/2022,66.0603,21,66.0603,66.0603,66.0603
10/03/2022,64.1725,41,64.1725,64.1725,64.1725
09/30/2022,62.7528,2123,63.57,63.57,62.7528
09/29/2022,63.583,111,63.583,63.583,63.583
09/28/2022,64.8818,44,64.8818,64.8818,64.8818
09/27/2022,63.3012,287,63.425,63.425,63.3012
09/26/2022,63.6218,247,63.751,63.7974,63.6218
09/23/2022,64.1706,527,63.86,64.1706,63.74
09/22/2022,65.581,79,65.581,65.581,65.581
09/21/2022,66.1041,282,67.3225,67.3225,66.1041
09/20/2022,67.484,638,67.67,67.67,66.9919
09/19/2022,68.3494,24,68.3494,68.3494,68.3494
09/16/2022,67.9805,1065,67.67,67.9805,67.54
09/15/2022,68.5483,275,69.04,69.04,68.5483
09/14/2022,68.9122,21,68.9122,68.9122,68.9122
09/13/2022,68.7822,340,70.76,70.76,68.7822
09/12/2022,71.5226,38,71.5226,71.5226,71.5226
09/09/2022,70.9936,79,70.9936,70.9936,70.9936
09/08/2022,69.9537,1,69.9537,69.9537,69.9537
09/07/2022,69.4343,9,69.4343,69.4343,69.4343
09/06/2022,68.0792,239,68.19,68.19,68.0792
09/02/2022,68.2702,58,68.2702,68.2702,68.2702
09/01/2022,68.9342,9,68.9342,68.9342,68.9342
08/31/2022,68.7142,103,68.7142,68.7142,68.7142
08/30/2022,69.0418,94,69.0418,69.0418,69.0418
08/29/2022,69.9339,3307,69.84,70.2767,69.84
08/26/2022,70.2181,170,70.2181,70.2181,70.2181
08/25/2022,72.2565,8,72.2565,72.2565,72.2565
08/24/2022,71.4273,16,71.4273,71.4273,71.4273
08/23/2022,71.164,218,71.164,71.164,71.164
08/22/2022,71.2583,654,71.471,71.471,71.2583
08/19/2022,72.5983,2046,72.5296,72.5983,72.5296
08/18/2022,73.3716,130,73.3716,73.3716,73.3716
08/17/2022,73.3014,111,73.3014,73.3014,73.3014
08/16/2022,73.8416,130,73.8416,73.8416,73.8416
08/15/2022,73.5387,1167,73.43,73.62,73.43
08/12/2022,73.2516,40,73.2516,73.2516,73.2516
08/11/2022,72.1616,116,72.1616,72.1616,72.1616
08/10/2022,72.018,147,72.00,72.018,72.00
08/09/2022,70.6954,13,70.6954,70.6954,70.6954
08/08/2022,70.8919,10,70.8919,70.8919,70.8919
08/05/2022,70.72,17,70.72,70.72,70.72
08/04/2022,70.8221,294,70.841,70.841,70.8221
08/03/2022,71.1047,111,71.1047,71.1047,71.1047
08/02/2022,70.2647,166,70.2647,70.2647,70.2647
08/01/2022,70.6903,27,70.6903,70.6903,70.6903
07/29/2022,70.9338,163,70.9338,70.9338,70.9338
07/28/2022,69.9301,155,68.70,69.9301,68.70
07/27/2022,69.2368,2039,68.52,69.2368,68.52
07/26/2022,67.8543,472,67.9894,68.30,67.8543
07/25/2022,68.4851,356,68.4851,68.4851,68.4851
07/22/2022,68.1636,7,68.1636,68.1636,68.1636
07/21/2022,68.7058,612,68.381,68.7058,68.381
07/20/2022,68.1812,307,68.00,68.1812,68.00
07/19/2022,68.0096,11,68.0096,68.0096,68.0096
07/18/2022,66.2698,1456,67.041,67.041,66.2698
07/15/2022,66.6988,144,66.6988,66.6988,66.6988
07/14/2022,65.5339,65,65.5339,65.5339,65.5339
07/13/2022,66.0295,8,66.0295,66.0295,66.0295
07/12/2022,66.3225,12,66.3225,66.3225,66.3225
07/11/2022,66.7818,26,66.7818,66.7818,66.7818
07/08/2022,67.6122,3,67.6122,67.6122,67.6122
07/07/2022,67.6518,614,67.35,67.6518,67.35
07/06/2022,66.7095,567,66.44,66.7095,66.44
07/05/2022,66.611,54,66.611,66.611,66.611
07/01/2022,65.7831,N/A,65.7831,65.7831,65.7831
06/30/2022,65.7831,209,66.081,66.081,65.7831
06/29/2022,66.3907,2388,66.548,66.5999,66.20
06/28/2022,66.5119,541,66.6311,66.6311,66.5119
06/27/2022,67.5389,79,67.5389,67.5389,67.5389
06/24/2022,67.6507,32,67.6507,67.6507,67.6507
06/23/2022,65.8005,250,65.12,65.8005,65.12
06/22/2022,65.4502,370,65.30,65.4502,65.30
06/21/2022,65.6205,1277,65.36,65.6621,65.36
06/17/2022,64.1314,2050,64.07,64.50,63.85
06/16/2022,64.0386,2506,64.64,64.64,63.7131
06/15/2022,66.0581,856,66.0143,66.0581,65.62
06/14/2022,65.3408,2309,64.8701,65.365,64.8701
06/13/2022,65.6977,32,65.6977,65.6977,65.6977
06/10/2022,68.3486,1654,68.27,68.619,68.13
06/09/2022,70.0465,3149,70.42,70.42,70.0465
06/08/2022,71.5592,73,71.5592,71.5592,71.5592
06/07/2022,72.3598,30,72.3598,72.3598,72.3598
06/06/2022,71.7585,416,71.75,71.7585,71.75
06/03/2022,71.4745,1646,71.731,71.81,71.42
06/02/2022,72.3854,570,70.835,72.3854,70.835
06/01/2022,71.2754,126,71.2754,71.2754,71.2754
05/31/2022,71.8737,100,71.8737,71.8737,71.8737
05/27/2022,72.2194,799,71.70,72.2288,71.70
05/26/2022,70.7637,261,70.721,70.7637,70.721
05/25/2022,69.4935,134,69.0821,69.4935,69.0821
05/24/2022,68.832,6035,68.6535,68.832,68.62
05/23/2022,69.2412,418,69.3483,69.3483,69.2412
